,quality_score,Country of Origin,Aroma,Flavor,Aftertaste,Acidity,Processing Method,Body,Balance,Uniformity,Clean Cup,Sweetness,Cupper Points,Moisture,Category One Defects,Category Two Defects,Temperature (F)
178,84.25,Colombia,7.42,7.67,7.83,7.75,Natural / Dry,7.92,7.83,10.0,10.0,10.0,7.83,0.12,3,0,76.52182769230768
179,84.25,Colombia,7.58,7.5,7.75,7.83,Washed / Wet,7.92,7.83,10.0,10.0,10.0,7.83,0.11,0,2,76.52182769230768
180,84.17,Colombia,7.83,7.75,7.58,7.67,Washed / Wet,7.75,7.83,10.0,10.0,10.0,7.75,0.0,0,2,76.52182769230768
181,84.17,Colombia,8.0,7.5,7.5,7.67,Washed / Wet,8.0,7.83,10.0,10.0,10.0,7.67,0.0,0,0,76.52182769230768
182,84.17,Colombia,7.67,7.5,7.67,7.42,Washed / Wet,7.83,8.58,10.0,10.0,10.0,7.5,0.12,0,4,76.52182769230768
183,84.17,Colombia,7.75,7.75,7.75,7.75,Washed / Wet,7.83,7.75,10.0,10.0,10.0,7.58,0.0,0,2,76.52182769230768
184,84.08,Colombia,7.83,7.5,7.42,7.5,Washed / Wet,7.83,8.5,10.0,10.0,10.0,7.5,0.0,1,3,76.52182769230768
185,84.08,Colombia,7.92,7.75,7.67,7.75,Washed / Wet,7.67,7.67,10.0,10.0,10.0,7.67,0.0,0,2,76.52182769230768
186,84.0,Colombia,7.67,7.67,7.83,7.58,Washed / Wet,7.58,7.83,10.0,10.0,10.0,7.83,0.11,2,7,76.52182769230768
187,84.0,Colombia,7.67,7.75,7.67,7.67,Washed / Wet,7.67,7.75,10.0,10.0,10.0,7.83,0.12,0,0,76.52182769230768
188,84.0,Colombia,7.58,7.42,7.75,7.92,Natural / Dry,7.75,7.92,10.0,10.0,10.0,7.67,0.12,0,0,76.52182769230768
189,84.0,Colombia,7.67,7.67,7.5,7.5,Washed / Wet,7.67,7.67,10.0,10.0,10.0,8.33,0.12,0,3,76.52182769230768
190,84.0,Colombia,7.67,7.83,7.67,7.75,Washed / Wet,7.67,7.75,10.0,10.0,10.0,7.67,0.11,0,1,76.52182769230768
191,83.92,Colombia,7.75,7.67,7.5,7.75,,7.83,7.75,10.0,10.0,10.0,7.67,0.11,1,2,76.52182769230768
192,83.92,Colombia,7.75,7.58,7.5,7.83,,7.75,7.92,10.0,10.0,10.0,7.58,0.0,1,5,76.52182769230768
193,83.92,Colombia,7.92,7.67,7.5,7.83,Washed / Wet,7.58,7.67,10.0,10.0,10.0,7.75,0.0,0,0,76.52182769230768
194,83.92,Colombia,7.83,7.75,7.58,7.58,Washed / Wet,7.75,7.75,10.0,10.0,10.0,7.67,0.0,1,1,76.52182769230768
195,83.92,Colombia,7.75,7.58,7.67,7.83,Washed / Wet,7.83,7.67,10.0,10.0,10.0,7.58,0.0,0,1,76.52182769230768
196,83.92,Colombia,7.67,7.83,7.67,7.75,Natural / Dry,7.67,7.83,10.0,10.0,10.0,7.5,0.12,0,3,76.52182769230768
197,83.83,Colombia,7.92,7.58,7.5,7.83,Washed / Wet,7.58,7.67,10.0,10.0,10.0,7.75,0.0,1,6,76.52182769230768
198,83.83,Colombia,7.83,7.67,7.5,7.75,,7.75,7.75,10.0,10.0,10.0,7.58,0.0,1,0,76.52182769230768
199,83.83,Colombia,7.67,7.58,7.58,7.83,Washed / Wet,7.58,7.67,10.0,10.0,10.0,7.92,0.11,0,1,76.52182769230768
200,83.75,Colombia,7.83,7.83,7.58,7.58,Washed / Wet,7.58,7.58,10.0,10.0,10.0,7.75,0.11,0,1,76.52182769230768
201,83.75,Colombia,7.92,7.75,7.5,7.67,Washed / Wet,7.75,7.5,10.0,10.0,10.0,7.67,0.0,1,4,76.52182769230768
202,83.75,Colombia,7.75,7.67,7.5,7.67,Natural / Dry,7.58,7.83,10.0,10.0,10.0,7.75,0.0,0,0,76.52182769230768
203,83.75,Colombia,7.67,7.67,7.67,7.92,Washed / Wet,7.5,7.67,10.0,10.0,10.0,7.67,0.0,0,5,76.52182769230768
204,83.75,Colombia,7.67,7.42,7.42,7.42,Washed / Wet,8.0,8.33,10.0,10.0,10.0,7.5,0.0,0,3,76.52182769230768
205,83.75,Colombia,7.58,7.67,7.75,7.67,Washed / Wet,7.67,7.67,10.0,10.0,10.0,7.75,0.0,0,1,76.52182769230768
206,83.75,Colombia,7.75,7.67,7.75,7.58,Washed / Wet,7.42,8.0,10.0,10.0,10.0,7.58,0.11,0,3,76.52182769230768
207,83.75,Colombia,7.83,7.83,7.58,7.33,,7.42,7.67,10.0,10.0,10.0,8.08,0.1,0,1,76.52182769230768
208,83.75,Colombia,7.75,7.67,7.25,7.25,,7.58,8.5,10.0,10.0,10.0,7.75,0.06,0,1,76.52182769230768
209,83.67,Colombia,7.5,7.75,7.5,7.75,Washed / Wet,7.67,7.67,10.0,10.0,10.0,7.83,0.11,0,4,76.52182769230768
210,83.67,Colombia,7.83,7.75,7.67,7.58,Washed / Wet,7.58,7.67,10.0,10.0,10.0,7.58,0.0,0,3,76.52182769230768
211,83.67,Colombia,7.67,7.67,7.67,7.67,Washed / Wet,7.33,7.75,10.0,10.0,10.0,7.92,0.0,0,1,76.52182769230768
212,83.67,Colombia,7.75,7.75,7.58,7.83,Washed / Wet,7.17,7.75,10.0,10.0,10.0,7.83,0.11,0,1,76.52182769230768
213,83.58,Colombia,7.75,7.75,7.58,7.58,Washed / Wet,7.67,7.58,10.0,10.0,10.0,7.67,0.11,0,4,76.52182769230768
214,83.58,Colombia,7.67,7.75,7.58,7.67,Washed / Wet,7.75,7.58,10.0,10.0,10.0,7.58,0.12,0,3,76.52182769230768
215,83.58,Colombia,7.67,7.58,7.67,7.67,Natural / Dry,7.67,7.67,10.0,10.0,10.0,7.67,0.0,0,0,76.52182769230768
216,83.58,Colombia,7.67,7.58,7.67,7.58,Washed / Wet,7.67,7.75,10.0,10.0,10.0,7.67,0.12,0,1,76.52182769230768
217,83.58,Colombia,7.75,7.58,7.5,7.58,Washed / Wet,7.75,7.83,10.0,10.0,10.0,7.58,0.0,0,0,76.52182769230768
218,83.58,Colombia,7.67,7.67,7.58,7.67,Washed / Wet,7.75,7.58,10.0,10.0,10.0,7.67,0.11,0,3,76.52182769230768
219,83.58,Colombia,7.67,7.58,7.58,7.58,Natural / Dry,7.67,7.75,10.0,10.0,10.0,7.75,0.11,0,4,76.52182769230768
220,83.5,Colombia,7.75,7.58,7.58,7.75,Washed / Wet,7.75,7.5,10.0,10.0,10.0,7.58,0.0,0,5,76.52182769230768
221,83.5,Colombia,7.75,7.58,7.58,7.5,Natural / Dry,7.75,7.75,10.0,10.0,10.0,7.58,0.0,0,0,76.52182769230768
222,83.5,Colombia,7.58,7.58,7.58,7.58,Washed / Wet,7.75,7.67,10.0,10.0,10.0,7.75,0.12,0,4,76.52182769230768
223,83.5,Colombia,7.67,7.42,7.67,7.83,Washed / Wet,7.58,7.67,10.0,10.0,10.0,7.67,0.0,1,0,76.52182769230768
224,83.5,Colombia,8.0,7.58,7.25,7.58,Washed / Wet,7.92,7.58,10.0,10.0,10.0,7.58,0.11,0,0,76.52182769230768
225,83.5,Colombia,7.75,7.58,7.33,7.5,Washed / Wet,7.83,7.83,10.0,10.0,10.0,7.67,0.0,2,0,76.52182769230768
226,83.5,Colombia,7.58,7.75,7.42,7.67,Washed / Wet,7.75,7.67,10.0,10.0,10.0,7.67,0.0,1,1,76.52182769230768
227,83.5,Colombia,7.58,7.67,7.58,7.75,Washed / Wet,7.58,7.75,10.0,10.0,10.0,7.58,0.11,0,2,76.52182769230768
228,83.5,Colombia,7.67,7.58,7.58,7.67,Washed / Wet,7.67,7.67,10.0,10.0,10.0,7.67,0.11,0,0,76.52182769230768
229,83.42,Colombia,7.5,7.58,7.58,7.5,Washed / Wet,7.75,7.83,10.0,10.0,10.0,7.67,0.0,0,1,76.52182769230768
230,83.42,Colombia,7.67,7.67,7.5,7.67,Washed / Wet,7.67,7.58,10.0,10.0,10.0,7.67,0.11,0,2,76.52182769230768
231,83.42,Colombia,7.58,7.67,7.58,7.67,Natural / Dry,7.58,7.67,10.0,10.0,10.0,7.67,0.12,4,0,76.52182769230768
232,83.42,Colombia,7.58,7.58,7.25,7.75,Washed / Wet,7.75,8.58,9.33,10.0,10.0,7.58,0.12,0,1,76.52182769230768
233,83.42,Colombia,7.5,7.75,7.58,7.5,Washed / Wet,7.67,7.75,10.0,10.0,10.0,7.67,0.11,0,2,76.52182769230768
234,83.42,Colombia,7.58,7.58,7.58,7.67,,7.75,7.67,10.0,10.0,10.0,7.58,0.1,1,3,76.52182769230768
235,83.33,Colombia,7.75,7.5,7.75,7.58,Washed / Wet,7.58,7.58,10.0,10.0,10.0,7.58,0.0,0,0,76.52182769230768
236,83.33,Colombia,7.67,7.58,7.58,7.42,Washed / Wet,7.67,7.75,10.0,10.0,10.0,7.67,0.0,0,0,76.52182769230768
237,83.33,Colombia,7.83,7.58,7.58,7.58,Washed / Wet,7.5,7.58,10.0,10.0,10.0,7.67,0.0,1,2,76.52182769230768
238,83.33,Colombia,7.67,7.75,7.42,7.83,Washed / Wet,7.83,7.42,10.0,10.0,10.0,7.42,0.11,0,1,76.52182769230768
239,83.33,Colombia,7.67,7.67,7.5,7.67,Natural / Dry,7.92,7.42,10.0,10.0,10.0,7.5,0.11,0,1,76.52182769230768
240,83.33,Colombia,7.5,7.67,7.67,7.58,Washed / Wet,7.67,7.58,10.0,10.0,10.0,7.67,0.0,0,1,76.52182769230768
241,83.25,Colombia,7.58,7.67,7.67,7.17,Natural / Dry,7.75,7.83,10.0,10.0,10.0,7.58,0.0,0,2,76.52182769230768
242,83.25,Colombia,7.58,7.58,7.5,7.58,Natural / Dry,7.58,7.75,10.0,10.0,10.0,7.67,0.0,0,0,76.52182769230768
243,83.25,Colombia,7.83,7.5,7.67,7.33,Washed / Wet,7.67,7.67,10.0,10.0,10.0,7.58,0.11,0,1,76.52182769230768
244,83.25,Colombia,7.67,7.58,7.58,7.42,Washed / Wet,7.83,7.58,10.0,10.0,10.0,7.58,0.12,0,1,76.52182769230768
245,83.25,Colombia,7.67,7.67,7.5,7.5,Washed / Wet,7.58,7.67,10.0,10.0,10.0,7.67,0.11,0,0,76.52182769230768
246,83.25,Colombia,7.92,7.75,7.25,7.42,,7.83,7.58,10.0,10.0,10.0,7.5,0.08,0,0,76.52182769230768
247,83.25,Colombia,8.0,7.67,7.67,7.25,,7.67,7.5,10.0,10.0,10.0,7.5,0.13,0,1,76.52182769230768
248,83.25,Colombia,7.92,7.75,7.5,7.42,,7.42,7.67,10.0,10.0,10.0,7.58,0.04,0,1,76.52182769230768
249,83.17,Colombia,7.58,7.5,7.5,7.67,Washed / Wet,7.5,7.67,10.0,10.0,10.0,7.75,0.0,0,4,76.52182769230768
250,83.17,Colombia,7.58,7.75,7.5,7.58,Washed / Wet,7.58,7.58,10.0,10.0,10.0,7.58,0.11,10,3,76.52182769230768
251,83.17,Colombia,7.67,7.5,7.5,7.5,Washed / Wet,7.58,8.17,10.0,10.0,10.0,7.25,0.11,1,2,76.52182769230768
252,83.17,Colombia,7.58,7.67,7.5,7.58,Washed / Wet,7.67,7.67,10.0,10.0,10.0,7.5,0.11,0,0,76.52182769230768
253,83.08,Colombia,7.58,7.67,7.33,7.67,Washed / Wet,7.75,7.58,10.0,10.0,10.0,7.5,0.0,0,4,76.52182769230768
254,83.08,Colombia,7.75,7.5,7.5,7.42,Washed / Wet,8.0,7.75,10.0,10.0,10.0,7.17,0.0,1,5,76.52182769230768
255,83.08,Colombia,7.33,7.33,7.33,7.58,,7.25,8.08,10.0,10.0,10.0,8.17,0.01,0,0,76.52182769230768
256,83.08,Colombia,7.83,7.75,7.33,7.25,,7.42,7.92,10.0,10.0,10.0,7.58,0.08,1,3,76.52182769230768
257,83.0,Colombia,7.67,7.67,7.33,7.67,,7.5,7.58,10.0,10.0,10.0,7.58,0.11,0,4,76.52182769230768
258,83.0,Colombia,7.75,7.42,7.33,7.5,Washed / Wet,7.58,7.17,10.0,10.0,10.0,8.25,0.11,1,1,76.52182769230768
259,83.0,Colombia,7.83,7.5,7.58,7.33,Washed / Wet,7.5,7.67,10.0,10.0,10.0,7.58,0.0,0,0,76.52182769230768
260,83.0,Colombia,7.33,7.67,7.75,7.42,Natural / Dry,7.75,7.58,10.0,10.0,10.0,7.5,0.11,0,1,76.52182769230768
261,83.0,Colombia,7.58,7.75,7.42,7.67,Natural / Dry,7.58,7.42,10.0,10.0,10.0,7.58,0.0,0,2,76.52182769230768
262,83.0,Colombia,7.5,7.5,7.42,7.58,Washed / Wet,7.75,7.58,10.0,10.0,10.0,7.67,0.11,1,2,76.52182769230768
263,83.0,Colombia,7.67,7.58,7.5,7.5,Natural / Dry,7.75,7.5,10.0,10.0,10.0,7.5,0.0,1,4,76.52182769230768
264,83.0,Colombia,7.75,7.58,7.5,7.67,Washed / Wet,7.83,7.75,9.33,10.0,10.0,7.58,0.0,0,4,76.52182769230768
265,83.0,Colombia,7.67,7.58,7.58,7.58,Washed / Wet,7.67,7.42,10.0,10.0,10.0,7.5,0.11,0,0,76.52182769230768
266,83.0,Colombia,7.67,7.67,7.58,7.5,Washed / Wet,7.67,7.42,10.0,10.0,10.0,7.5,0.12,0,0,76.52182769230768
267,83.0,Colombia,7.33,7.67,7.58,7.33,,7.58,7.92,10.0,10.0,10.0,7.58,0.08,0,1,76.52182769230768
268,83.0,Colombia,7.5,7.58,7.67,7.67,,7.58,7.58,10.0,10.0,10.0,7.42,0.06,0,2,76.52182769230768
269,82.92,Colombia,7.58,7.67,7.5,7.33,Washed / Wet,7.67,7.58,10.0,10.0,10.0,7.58,0.11,0,1,76.52182769230768
270,82.92,Colombia,7.58,7.5,7.75,7.33,Washed / Wet,7.58,7.58,10.0,10.0,10.0,7.58,0.11,0,2,76.52182769230768
271,82.92,Colombia,7.75,7.5,7.25,7.5,Natural / Dry,7.75,7.5,10.0,10.0,10.0,7.67,0.0,0,0,76.52182769230768
272,82.92,Colombia,7.83,7.67,7.42,7.42,Washed / Wet,7.5,7.58,10.0,10.0,10.0,7.5,0.11,3,5,76.52182769230768
273,82.92,Colombia,7.5,7.75,7.33,7.75,,7.08,7.83,10.0,10.0,10.0,7.67,0.15,0,0,76.52182769230768
274,82.83,Colombia,7.83,7.67,7.5,7.58,Washed / Wet,7.5,7.67,10.0,10.0,10.0,7.08,0.0,0,1,76.52182769230768
275,82.83,Colombia,7.5,7.42,7.58,7.5,Natural / Dry,7.58,7.58,10.0,10.0,10.0,7.67,0.0,4,4,76.52182769230768
276,82.83,Colombia,7.83,7.5,7.5,7.42,Washed / Wet,7.5,7.5,10.0,10.0,10.0,7.58,0.11,0,3,76.52182769230768
277,82.75,Colombia,7.5,7.58,7.58,7.75,Washed / Wet,7.33,7.5,10.0,10.0,10.0,7.5,0.0,0,2,76.52182769230768
278,82.75,Colombia,7.67,7.42,7.42,7.58,Washed / Wet,7.33,7.67,10.0,10.0,10.0,7.67,0.12,0,0,76.52182769230768
279,82.75,Colombia,7.58,7.33,7.17,7.33,Washed / Wet,7.25,8.58,10.0,10.0,10.0,7.5,0.1,0,2,76.52182769230768
280,82.75,Colombia,7.5,7.58,7.42,7.67,Washed / Wet,7.5,7.58,10.0,10.0,10.0,7.5,0.0,0,0,76.52182769230768
281,82.75,Colombia,7.67,7.58,7.58,7.58,Washed / Wet,7.5,7.42,10.0,10.0,10.0,7.42,0.11,0,3,76.52182769230768
282,82.67,Colombia,7.75,7.5,7.33,7.58,Washed / Wet,7.33,7.75,10.0,10.0,10.0,7.42,0.0,1,9,76.52182769230768
283,82.67,Colombia,7.75,7.58,7.67,7.25,Washed / Wet,7.58,7.42,10.0,10.0,10.0,7.42,0.11,0,3,76.52182769230768
284,82.67,Colombia,7.33,7.58,7.42,7.42,,7.67,7.67,10.0,10.0,10.0,7.58,0.11,0,0,76.52182769230768
285,82.67,Colombia,8.08,7.67,7.67,7.33,,7.33,7.17,10.0,10.0,10.0,7.42,0.08,0,3,76.52182769230768
286,82.67,Colombia,7.5,7.42,7.33,7.33,,7.67,7.83,10.0,10.0,10.0,7.58,0.21,0,2,76.52182769230768
287,82.58,Colombia,7.75,7.25,7.33,7.42,Washed / Wet,7.5,7.83,10.0,10.0,10.0,7.5,0.11,0,3,76.52182769230768
288,82.58,Colombia,7.75,7.5,7.75,7.25,Washed / Wet,7.33,7.58,10.0,10.0,10.0,7.42,0.11,0,3,76.52182769230768
289,82.58,Colombia,7.58,7.5,7.42,7.58,Washed / Wet,7.67,7.42,10.0,10.0,10.0,7.42,0.11,0,0,76.52182769230768
290,82.58,Colombia,7.33,7.42,7.58,7.42,Washed / Wet,7.67,7.5,10.0,10.0,10.0,7.67,0.11,2,2,76.52182769230768
291,82.5,Colombia,7.5,7.5,7.42,7.42,Washed / Wet,7.58,7.58,10.0,10.0,10.0,7.5,0.11,0,1,76.52182769230768
292,82.5,Colombia,7.67,7.5,7.33,7.5,Washed / Wet,7.25,7.67,10.0,10.0,10.0,7.58,0.11,1,3,76.52182769230768
293,82.42,Colombia,5.08,7.75,7.83,7.75,Washed / Wet,7.83,8.08,10.0,10.0,10.0,8.08,0.11,0,1,76.52182769230768
294,82.42,Colombia,7.67,7.42,7.33,7.5,Washed / Wet,7.58,7.5,10.0,10.0,10.0,7.42,0.11,0,9,76.52182769230768
295,82.42,Colombia,7.67,7.33,7.25,7.42,Natural / Dry,7.5,7.67,10.0,10.0,10.0,7.58,0.0,0,2,76.52182769230768
296,82.42,Colombia,7.33,7.58,7.17,7.58,Washed / Wet,7.42,7.58,10.0,10.0,10.0,7.75,0.0,0,2,76.52182769230768
297,82.42,Colombia,7.58,7.25,7.42,7.25,,7.58,7.83,10.0,10.0,10.0,7.5,0.02,0,1,76.52182769230768
298,82.33,Colombia,7.42,7.33,7.5,7.17,Washed / Wet,7.08,8.33,10.0,10.0,10.0,7.5,0.1,0,2,76.52182769230768
299,82.33,Colombia,7.5,7.42,7.5,7.5,Washed / Wet,7.5,7.58,10.0,10.0,10.0,7.33,0.0,0,1,76.52182769230768
300,82.33,Colombia,7.83,7.58,7.33,7.25,Natural / Dry,7.58,7.42,10.0,10.0,10.0,7.33,0.0,0,0,76.52182769230768
301,82.25,Colombia,7.5,7.42,7.67,7.33,Washed / Wet,7.58,7.33,10.0,10.0,10.0,7.42,0.12,0,1,76.52182769230768
302,82.25,Colombia,7.67,7.33,7.33,7.33,Washed / Wet,7.5,7.5,10.0,10.0,10.0,7.58,0.11,0,0,76.52182769230768
303,82.25,Colombia,7.17,7.25,7.58,7.25,,7.58,7.67,10.0,10.0,10.0,7.75,0.22,0,2,76.52182769230768
304,82.17,Colombia,7.33,7.25,7.25,7.58,Washed / Wet,7.75,7.5,10.0,10.0,10.0,7.5,0.0,0,1,76.52182769230768
305,82.17,Colombia,7.58,7.67,7.42,7.17,,7.17,7.75,10.0,10.0,10.0,7.42,0.08,0,0,76.52182769230768
306,82.08,Colombia,7.75,7.58,7.42,7.67,Washed / Wet,7.83,7.58,9.33,9.33,10.0,7.58,0.0,0,6,76.52182769230768
307,82.08,Colombia,7.5,7.42,7.42,7.42,Washed / Wet,7.67,7.42,10.0,10.0,10.0,7.25,0.11,1,0,76.52182769230768
308,82.08,Colombia,7.67,7.42,7.67,7.33,,7.25,7.58,10.0,10.0,10.0,7.17,0.08,1,5,76.52182769230768
309,82.0,Colombia,7.33,7.33,7.58,7.5,Washed / Wet,7.5,7.58,10.0,10.0,10.0,7.17,0.11,0,1,76.52182769230768
310,82.0,Colombia,7.33,7.0,7.08,7.42,,7.5,7.67,10.0,10.0,10.0,8.0,0.07,0,2,76.52182769230768
311,81.92,Colombia,7.67,7.33,7.33,7.58,,7.33,7.33,10.0,10.0,10.0,7.33,0.09,0,1,76.52182769230768
312,81.83,Colombia,7.5,7.5,7.0,7.42,Washed / Wet,7.5,7.58,10.0,10.0,10.0,7.33,0.0,2,0,76.52182769230768
313,81.83,Colombia,7.58,7.5,7.17,7.58,,7.33,7.33,10.0,10.0,10.0,7.33,0.05,0,0,76.52182769230768
314,81.75,Colombia,7.33,7.42,7.33,7.33,Washed / Wet,7.5,7.67,10.0,10.0,10.0,7.17,0.0,0,1,76.52182769230768
315,81.75,Colombia,7.42,7.58,6.92,7.08,,7.25,8.0,10.0,10.0,10.0,7.5,0.08,0,0,76.52182769230768
316,81.67,Colombia,7.75,7.75,7.75,7.67,,5.25,7.83,10.0,10.0,10.0,7.67,0.0,0,1,76.52182769230768
317,81.5,Colombia,7.42,7.42,7.17,7.42,,7.42,7.33,10.0,10.0,10.0,7.33,0.06,1,0,76.52182769230768
318,81.42,Colombia,7.5,7.42,7.25,7.17,Natural / Dry,7.17,7.75,10.0,10.0,10.0,7.17,0.11,0,0,76.52182769230768
319,81.42,Colombia,7.75,7.33,7.42,7.0,,7.33,7.25,10.0,10.0,10.0,7.33,0.16,0,2,76.52182769230768
320,81.33,Colombia,7.5,7.33,7.33,7.17,Washed / Wet,7.33,7.42,10.0,10.0,10.0,7.25,0.0,0,0,76.52182769230768
321,81.0,Colombia,7.67,7.5,7.42,5.25,Washed / Wet,7.67,7.75,10.0,10.0,10.0,7.75,0.0,0,4,76.52182769230768
322,80.83,Colombia,7.33,7.33,7.0,6.83,,7.33,7.67,10.0,10.0,10.0,7.33,0.01,0,1,76.52182769230768
323,80.67,Colombia,7.67,7.5,7.42,7.67,Natural / Dry,7.5,7.75,10.0,10.0,6.67,8.5,0.0,0,1,76.52182769230768
324,80.67,Colombia,7.17,7.25,7.08,7.42,,7.08,7.42,10.0,10.0,10.0,7.25,0.18,0,2,76.52182769230768
325,80.58,Colombia,7.08,7.25,7.0,7.5,,7.08,7.33,10.0,10.0,10.0,7.33,0.0,0,2,76.52182769230768
326,80.25,Colombia,7.42,8.0,7.83,7.75,Washed / Wet,8.08,7.58,8.67,8.67,8.67,7.58,0.1,0,0,76.52182769230768
327,79.92,Colombia,7.83,7.67,7.58,7.75,Washed / Wet,7.83,7.17,6.67,10.0,10.0,7.42,0.0,0,1,76.52182769230768
328,79.58,Colombia,7.25,7.17,7.0,6.75,,7.17,7.33,10.0,10.0,10.0,6.92,0.1,0,4,76.52182769230768
329,79.5,Colombia,7.83,7.5,7.42,7.42,Washed / Wet,7.67,7.5,10.0,6.67,10.0,7.5,0.0,0,2,76.52182769230768
330,79.33,Colombia,7.42,7.25,6.75,7.25,Washed / Wet,7.42,7.25,9.33,9.33,10.0,7.33,0.0,0,3,76.52182769230768
331,78.0,Colombia,7.42,7.17,7.0,7.17,,7.67,7.17,8.67,9.33,9.33,7.08,0.1,1,3,76.52182769230768
332,72.83,Colombia,8.0,7.33,7.75,7.33,Natural / Dry,7.42,7.67,6.67,6.67,6.67,7.33,0.0,0,15,76.52182769230768
333,79.08,Columbia,6.75,6.75,6.42,6.83,,7.58,7.5,10.0,10.0,10.0,7.25,0.1,0,3,76.52182769230768
334,87.17,Costa Rica,8.08,8.25,8.0,8.17,Washed / Wet,8.0,8.33,10.0,10.0,10.0,8.33,0.11,0,2,76.85854596153848
335,86.33,Costa Rica,8.17,7.83,8.0,8.08,Washed / Wet,7.83,8.0,10.0,10.0,10.0,8.42,0.0,0,0,76.85854596153848
336,85.33,Costa Rica,7.92,8.08,8.0,7.92,Washed / Wet,8.0,8.08,10.0,10.0,9.33,8.0,0.0,0,0,76.85854596153848
337,85.33,Costa Rica,8.0,7.58,7.58,7.67,Washed / Wet,8.08,8.5,10.0,10.0,10.0,7.92,0.1,0,2,76.85854596153848
338,85.0,Costa Rica,7.83,8.0,7.58,7.92,Washed / Wet,7.92,7.83,10.0,10.0,10.0,7.92,0.12,1,1,76.85854596153848
339,84.67,Costa Rica,8.08,7.75,7.67,7.83,Washed / Wet,7.5,7.92,10.0,10.0,10.0,7.92,0.1,0,2,76.85854596153848
340,84.67,Costa Rica,8.17,8.0,7.83,7.17,Washed / Wet,7.83,7.75,10.0,10.0,10.0,7.92,0.12,0,0,76.85854596153848
341,84.67,Costa Rica,7.67,7.58,7.75,7.75,Other,7.67,8.58,10.0,10.0,10.0,7.67,0.08,0,1,76.85854596153848
342,84.67,Costa Rica,8.0,7.58,7.83,7.75,Washed / Wet,7.75,7.75,10.0,10.0,10.0,8.0,0.11,0,4,76.85854596153848
343,84.67,Costa Rica,8.08,7.83,7.75,7.83,Washed / Wet,7.92,8.0,10.0,10.0,9.33,7.92,0.0,1,10,76.85854596153848
344,84.58,Costa Rica,7.75,7.83,7.75,8.0,Semi-washed / Semi-pulped,7.83,7.67,10.0,10.0,10.0,7.75,0.12,0,2,76.85854596153848
345,84.5,Costa Rica,7.92,7.67,7.92,7.75,Washed / Wet,7.67,7.58,10.0,10.0,10.0,8.0,0.1,0,2,76.85854596153848
346,84.5,Costa Rica,7.92,7.83,7.83,7.83,Washed / Wet,7.58,7.58,10.0,10.0,10.0,7.92,0.11,0,0,76.85854596153848
347,84.42,Costa Rica,7.58,7.83,7.83,8.0,Washed / Wet,7.67,7.58,10.0,10.0,10.0,7.92,0.1,0,3,76.85854596153848
348,84.17,Costa Rica,7.92,7.75,7.67,7.67,Washed / Wet,7.5,7.67,10.0,10.0,10.0,8.0,0.09,0,2,76.85854596153848
349,84.17,Costa Rica,7.67,7.75,7.67,7.75,Washed / Wet,7.5,8.0,10.0,10.0,10.0,7.83,0.0,0,0,76.85854596153848
350,84.0,Costa Rica,7.58,7.75,7.67,7.75,Washed / Wet,7.83,7.75,10.0,10.0,10.0,7.67,0.08,1,13,76.85854596153848
351,83.83,Costa Rica,7.67,7.67,7.75,7.67,Washed / Wet,7.5,7.75,10.0,10.0,10.0,7.83,0.0,0,0,76.85854596153848
352,83.83,Costa Rica,7.83,7.42,7.5,7.83,Washed / Wet,7.75,7.83,10.0,10.0,10.0,7.67,0.1,0,3,76.85854596153848
353,83.67,Costa Rica,7.33,7.67,7.67,7.5,,7.67,7.5,10.0,10.0,10.0,8.33,0.11,0,1,76.85854596153848
354,83.5,Costa Rica,7.92,7.42,7.5,7.67,Washed / Wet,7.5,7.67,10.0,10.0,10.0,7.83,0.0,0,0,76.85854596153848
355,83.42,Costa Rica,7.58,7.5,7.42,7.92,Washed / Wet,7.5,7.67,10.0,10.0,10.0,7.83,0.09,0,4,76.85854596153848
356,83.33,Costa Rica,7.67,7.67,7.42,7.67,Washed / Wet,7.67,7.67,10.0,10.0,10.0,7.58,0.12,0,3,76.85854596153848
357,83.33,Costa Rica,7.5,7.67,7.67,7.5,Washed / Wet,7.83,7.17,10.0,10.0,10.0,8.0,0.11,0,3,76.85854596153848
358,83.25,Costa Rica,7.5,7.5,7.83,7.5,Pulped natural / honey,7.67,7.67,10.0,10.0,10.0,7.58,0.11,0,0,76.85854596153848
359,83.25,Costa Rica,7.83,7.5,7.42,7.67,Washed / Wet,7.5,7.67,10.0,10.0,10.0,7.67,0.11,0,0,76.85854596153848
360,83.08,Costa Rica,7.83,7.33,7.5,7.67,Washed / Wet,7.58,7.67,10.0,10.0,10.0,7.5,0.1,0,3,76.85854596153848
361,83.0,Costa Rica,7.67,7.58,7.5,7.58,Washed / Wet,7.5,7.5,10.0,10.0,10.0,7.67,0.11,0,3,76.85854596153848
362,82.75,Costa Rica,7.58,7.5,7.42,7.67,Washed / Wet,7.42,7.5,10.0,10.0,10.0,7.67,0.09,0,1,76.85854596153848
363,82.58,Costa Rica,7.67,7.42,7.5,7.67,Washed / Wet,7.0,7.75,10.0,10.0,10.0,7.58,0.11,0,3,76.85854596153848
364,82.33,Costa Rica,7.75,7.5,7.25,7.25,Washed / Wet,7.42,7.67,10.0,10.0,10.0,7.5,0.1,6,3,76.85854596153848
