,quality_score,Country of Origin,Aroma,Flavor,Aftertaste,Acidity,Processing Method,Body,Balance,Uniformity,Clean Cup,Sweetness,Cupper Points,Moisture,Category One Defects,Category Two Defects,Temperature (F)
365,82.33,Costa Rica,7.75,7.33,7.5,7.5,Washed / Wet,7.33,7.58,10.0,10.0,10.0,7.33,0.0,0,0,76.85854596153848
366,82.33,Costa Rica,7.92,7.58,7.25,7.75,Washed / Wet,7.92,7.58,9.33,9.33,10.0,7.67,0.0,0,14,76.85854596153848
367,82.08,Costa Rica,7.75,7.42,7.42,7.25,Washed / Wet,7.17,7.42,10.0,10.0,10.0,7.67,0.0,0,0,76.85854596153848
368,82.08,Costa Rica,7.58,7.33,7.33,7.33,Washed / Wet,7.5,7.67,10.0,10.0,10.0,7.33,0.11,0,2,76.85854596153848
369,82.0,Costa Rica,7.5,7.25,7.33,7.33,Washed / Wet,7.75,7.5,10.0,10.0,10.0,7.33,0.1,0,4,76.85854596153848
370,81.83,Costa Rica,7.25,7.33,7.5,7.33,Pulped natural / honey,7.67,7.42,10.0,10.0,10.0,7.33,0.0,1,4,76.85854596153848
371,81.83,Costa Rica,7.67,7.5,7.5,7.25,Washed / Wet,7.08,7.42,10.0,10.0,10.0,7.42,0.09,0,0,76.85854596153848
372,81.67,Costa Rica,7.5,7.17,7.17,7.17,Washed / Wet,7.5,7.08,10.0,10.0,10.0,8.08,0.11,0,3,76.85854596153848
373,81.58,Costa Rica,7.58,7.42,7.5,7.17,Washed / Wet,7.08,7.58,10.0,10.0,10.0,7.25,0.12,0,1,76.85854596153848
374,81.58,Costa Rica,7.25,7.17,7.33,7.33,,7.5,7.75,10.0,10.0,10.0,7.25,0.0,0,1,76.85854596153848
375,81.5,Costa Rica,7.83,7.33,7.08,7.08,Washed / Wet,7.33,7.5,10.0,10.0,10.0,7.33,0.12,1,2,76.85854596153848
376,81.17,Costa Rica,7.5,7.5,7.33,7.17,Washed / Wet,7.08,7.17,10.0,10.0,10.0,7.42,0.11,0,0,76.85854596153848
377,81.17,Costa Rica,7.33,7.08,7.33,7.25,Washed / Wet,7.33,7.58,10.0,10.0,10.0,7.25,0.11,0,3,76.85854596153848
378,81.08,Costa Rica,7.42,7.25,7.17,7.25,Washed / Wet,7.25,7.58,10.0,10.0,10.0,7.17,0.13,0,0,76.85854596153848
379,80.75,Costa Rica,7.33,7.33,7.25,7.25,Washed / Wet,7.17,7.17,10.0,10.0,10.0,7.25,0.11,0,0,76.85854596153848
380,80.67,Costa Rica,7.83,7.5,7.67,7.67,Washed / Wet,7.83,7.5,6.67,10.0,10.0,8.0,0.11,0,4,76.85854596153848
381,79.75,Costa Rica,7.58,7.5,7.67,7.75,Washed / Wet,7.67,7.58,8.0,8.0,10.0,8.0,0.1,0,4,76.85854596153848
382,79.17,Costa Rica,7.17,7.42,7.5,8.0,Washed / Wet,7.25,7.83,10.0,10.0,6.67,7.33,0.1,5,20,76.85854596153848
383,77.92,Costa Rica,7.5,7.25,7.42,7.0,Washed / Wet,7.08,6.83,8.67,9.33,10.0,6.83,0.12,2,4,76.85854596153848
384,71.75,Costa Rica,6.33,6.5,6.33,6.83,Washed / Wet,6.33,6.5,10.0,6.67,10.0,6.25,0.11,0,7,76.85854596153848
385,79.33,Cote d'Ivoire,7.42,7.25,6.83,7.0,Washed / Wet,7.33,7.08,9.33,10.0,10.0,7.08,0.13,1,2,80.08329269230767
386,83.83,Ecuador,7.5,7.67,7.58,7.75,Natural / Dry,7.83,7.83,10.0,10.0,10.0,7.67,0.09,0,0,71.07645961538462
387,85.58,El Salvador,7.92,8.17,8.0,7.92,Washed / Wet,7.75,7.83,10.0,10.0,10.0,8.0,0.1,0,3,75.86959365384612
388,85.58,El Salvador,7.83,8.0,8.0,7.75,Semi-washed / Semi-pulped,7.92,8.17,10.0,10.0,10.0,7.92,0.11,0,0,75.86959365384612
389,85.42,El Salvador,8.08,7.83,7.83,8.08,,7.83,7.83,10.0,10.0,10.0,7.92,0.01,0,0,75.86959365384612
390,84.75,El Salvador,7.75,8.0,8.0,8.33,,7.67,7.92,10.0,10.0,9.33,7.75,0.15,0,3,75.86959365384612
391,84.67,El Salvador,7.83,7.83,7.5,8.0,Washed / Wet,7.83,7.67,10.0,10.0,10.0,8.0,0.0,0,2,75.86959365384612
392,84.17,El Salvador,8.42,8.08,7.5,7.17,Natural / Dry,7.58,8.17,9.33,10.0,10.0,7.92,0.11,0,2,75.86959365384612
393,83.42,El Salvador,7.58,7.5,7.75,7.58,Washed / Wet,7.75,7.67,10.0,10.0,10.0,7.58,0.11,0,0,75.86959365384612
394,83.17,El Salvador,7.5,7.5,7.33,7.67,Washed / Wet,8.0,7.67,10.0,10.0,10.0,7.5,0.0,0,0,75.86959365384612
395,83.17,El Salvador,7.42,7.83,8.17,8.08,,7.17,7.58,10.0,9.33,10.0,7.58,0.14,0,3,75.86959365384612
396,82.92,El Salvador,7.5,7.5,7.75,7.58,Washed / Wet,7.92,7.83,10.0,10.0,9.33,7.5,0.0,0,1,75.86959365384612
397,82.83,El Salvador,7.33,7.67,7.67,7.83,Washed / Wet,7.33,7.67,10.0,10.0,10.0,7.33,0.0,0,4,75.86959365384612
398,82.83,El Salvador,7.75,7.58,7.75,7.75,,7.25,7.5,10.0,10.0,10.0,7.25,0.0,1,3,75.86959365384612
399,82.75,El Salvador,7.67,7.67,7.17,7.33,Washed / Wet,7.58,7.67,10.0,10.0,10.0,7.67,0.0,0,4,75.86959365384612
400,82.67,El Salvador,7.67,7.67,7.67,7.67,Washed / Wet,7.5,7.67,10.0,10.0,9.33,7.5,0.0,0,7,75.86959365384612
401,82.67,El Salvador,7.92,8.0,7.5,6.75,Washed / Wet,7.92,7.58,10.0,10.0,9.33,7.67,0.0,0,17,75.86959365384612
402,82.25,El Salvador,7.58,7.67,7.5,7.67,Washed / Wet,7.83,8.42,9.33,9.33,9.33,7.58,0.12,0,0,75.86959365384612
403,82.25,El Salvador,7.75,7.33,7.33,7.5,Washed / Wet,7.5,7.5,10.0,10.0,10.0,7.33,0.0,2,5,75.86959365384612
404,81.92,El Salvador,7.67,7.58,7.33,7.5,Washed / Wet,7.5,7.67,10.0,10.0,9.33,7.33,0.11,0,2,75.86959365384612
405,81.0,El Salvador,7.42,7.08,7.08,7.33,Washed / Wet,7.25,7.58,10.0,10.0,10.0,7.25,0.0,0,6,75.86959365384612
406,80.42,El Salvador,7.33,7.17,7.08,7.08,Washed / Wet,7.33,7.17,10.0,10.0,10.0,7.25,0.0,0,1,75.86959365384612
407,79.67,El Salvador,7.25,7.08,7.0,6.83,Washed / Wet,7.33,7.17,10.0,10.0,10.0,7.0,0.0,0,12,75.86959365384612
408,90.58,Ethiopia,8.67,8.83,8.67,8.75,Washed / Wet,8.5,8.42,10.0,10.0,10.0,8.75,0.12,0,0,73.67548596153847
409,89.92,Ethiopia,8.75,8.67,8.5,8.58,Washed / Wet,8.42,8.42,10.0,10.0,10.0,8.58,0.12,0,1,73.67548596153847
410,89.0,Ethiopia,8.17,8.58,8.42,8.42,Natural / Dry,8.5,8.25,10.0,10.0,10.0,8.67,0.11,0,2,73.67548596153847
411,88.83,Ethiopia,8.25,8.5,8.25,8.5,Washed / Wet,8.42,8.33,10.0,10.0,10.0,8.58,0.12,0,2,73.67548596153847
412,88.67,Ethiopia,8.25,8.33,8.5,8.42,,8.33,8.5,10.0,10.0,9.33,9.0,0.03,0,0,73.67548596153847
413,88.42,Ethiopia,8.67,8.67,8.58,8.42,,8.33,8.42,9.33,10.0,9.33,8.67,0.03,0,0,73.67548596153847
414,88.25,Ethiopia,8.08,8.58,8.5,8.5,Natural / Dry,7.67,8.42,10.0,10.0,10.0,8.5,0.1,0,4,73.67548596153847
415,88.08,Ethiopia,8.17,8.67,8.25,8.5,Natural / Dry,7.75,8.17,10.0,10.0,10.0,8.58,0.1,0,1,73.67548596153847
416,87.83,Ethiopia,8.25,8.33,8.5,8.25,,8.58,8.75,9.33,10.0,9.33,8.5,0.05,0,2,73.67548596153847
417,87.33,Ethiopia,8.17,8.33,8.25,8.33,,8.42,8.33,9.33,10.0,9.33,8.83,0.05,0,2,73.67548596153847
418,87.25,Ethiopia,8.17,8.17,8.0,8.17,Natural / Dry,8.08,8.33,10.0,10.0,10.0,8.33,0.0,0,8,73.67548596153847
419,87.08,Ethiopia,8.42,8.17,7.92,8.17,Natural / Dry,8.33,8.0,10.0,10.0,10.0,8.08,0.11,0,1,73.67548596153847
420,86.92,Ethiopia,7.83,8.25,8.08,8.17,,8.17,8.17,10.0,10.0,10.0,8.25,0.05,0,2,73.67548596153847
421,86.25,Ethiopia,8.0,8.08,7.92,8.0,Natural / Dry,8.08,8.08,10.0,10.0,10.0,8.08,0.1,0,3,73.67548596153847
422,86.25,Ethiopia,7.92,7.75,8.08,8.08,,8.08,8.17,10.0,10.0,10.0,8.17,0.1,0,2,73.67548596153847
423,86.0,Ethiopia,7.75,8.08,8.0,8.25,,8.0,8.0,10.0,10.0,10.0,7.92,0.01,0,4,73.67548596153847
424,85.83,Ethiopia,7.83,8.08,7.92,8.08,Washed / Wet,8.0,7.92,10.0,10.0,10.0,8.0,0.1,0,4,73.67548596153847
425,85.75,Ethiopia,7.83,8.0,7.83,8.17,Natural / Dry,7.92,8.0,10.0,10.0,10.0,8.0,0.09,0,7,73.67548596153847
426,85.5,Ethiopia,7.83,8.0,7.83,7.92,Natural / Dry,7.83,8.08,10.0,10.0,10.0,8.0,0.12,0,7,73.67548596153847
427,85.42,Ethiopia,7.75,7.83,7.83,8.17,Washed / Wet,7.92,7.83,10.0,10.0,10.0,8.08,0.1,0,18,73.67548596153847
428,85.33,Ethiopia,7.83,7.83,7.92,8.08,,7.75,7.83,10.0,10.0,10.0,8.08,0.05,0,2,73.67548596153847
429,85.33,Ethiopia,7.92,7.83,7.75,8.33,,7.75,7.75,10.0,10.0,10.0,8.0,0.1,0,3,73.67548596153847
430,85.08,Ethiopia,7.75,8.0,7.58,8.0,Natural / Dry,8.0,7.92,10.0,10.0,10.0,7.83,0.11,0,8,73.67548596153847
431,85.08,Ethiopia,8.42,8.0,7.42,8.0,Natural / Dry,7.92,7.92,9.33,10.0,10.0,8.08,0.1,2,7,73.67548596153847
432,85.08,Ethiopia,7.67,8.0,7.83,8.0,,7.92,7.83,10.0,10.0,10.0,7.83,0.0,0,5,73.67548596153847
433,84.83,Ethiopia,7.75,7.92,7.83,7.92,,7.75,7.67,10.0,10.0,10.0,8.0,0.1,0,2,73.67548596153847
434,84.83,Ethiopia,7.42,7.92,7.92,8.0,,7.83,7.83,10.0,10.0,10.0,7.92,0.1,0,4,73.67548596153847
435,84.67,Ethiopia,8.08,7.83,7.75,7.83,Washed / Wet,7.58,7.67,10.0,10.0,10.0,7.92,0.1,0,3,73.67548596153847
436,84.67,Ethiopia,7.42,7.75,7.75,8.0,,8.0,7.92,10.0,10.0,10.0,7.83,0.2,0,3,73.67548596153847
437,84.42,Ethiopia,7.5,7.75,7.83,7.92,,7.92,7.75,10.0,10.0,10.0,7.75,0.2,0,2,73.67548596153847
438,84.33,Ethiopia,7.75,7.75,7.92,7.75,,7.5,7.92,10.0,10.0,10.0,7.75,0.0,0,1,73.67548596153847
439,84.17,Ethiopia,7.5,7.92,7.58,7.83,Natural / Dry,7.75,7.83,10.0,10.0,10.0,7.75,0.1,0,5,73.67548596153847
440,84.08,Ethiopia,7.92,7.92,7.83,8.0,Natural / Dry,7.92,7.92,10.0,10.0,8.67,7.92,0.09,0,15,73.67548596153847
441,84.0,Ethiopia,7.83,7.75,7.67,7.75,Natural / Dry,7.33,7.75,10.0,10.0,10.0,7.92,0.11,3,1,73.67548596153847
442,84.0,Ethiopia,7.75,7.75,7.5,7.58,Natural / Dry,7.67,7.92,10.0,10.0,10.0,7.83,0.09,4,40,73.67548596153847
443,83.83,Ethiopia,7.75,7.75,7.67,7.67,Natural / Dry,7.58,7.67,10.0,10.0,10.0,7.75,0.12,0,4,73.67548596153847
444,83.83,Ethiopia,7.58,7.83,7.58,8.0,,7.83,7.5,10.0,10.0,10.0,7.5,0.1,0,3,73.67548596153847
445,83.58,Ethiopia,7.75,7.67,7.58,7.67,Washed / Wet,7.5,7.67,10.0,10.0,10.0,7.75,0.0,0,7,73.67548596153847
446,83.5,Ethiopia,7.67,7.75,7.5,7.58,Natural / Dry,7.75,7.67,10.0,10.0,10.0,7.58,0.1,1,18,73.67548596153847
447,83.17,Ethiopia,7.75,8.0,7.67,8.08,,7.83,7.92,9.33,9.33,9.33,7.92,0.01,0,0,73.67548596153847
448,82.92,Ethiopia,7.58,7.58,7.5,7.5,Washed / Wet,7.58,7.58,10.0,10.0,10.0,7.58,0.0,1,20,73.67548596153847
449,81.08,Ethiopia,7.42,7.33,7.17,7.33,Natural / Dry,7.42,7.17,10.0,10.0,10.0,7.25,0.11,0,1,73.67548596153847
450,80.33,Ethiopia,7.25,7.25,7.25,7.33,,7.5,8.0,9.33,9.33,10.0,7.08,0.1,0,1,73.67548596153847
451,80.0,Ethiopia,7.42,7.42,7.5,7.92,,7.75,7.58,8.67,9.33,8.67,7.75,0.05,0,2,73.67548596153847
452,43.13,Ethiopia,6.0,6.0,6.25,6.88,,6.0,6.0,0.0,0.0,0.0,6.0,0.0,0,0,73.67548596153847
453,89.75,Guatemala,8.42,8.5,8.42,8.42,,8.33,8.42,10.0,10.0,10.0,9.25,0.0,0,0,75.07790750000004
454,85.92,Guatemala,7.92,8.08,7.92,8.08,Washed / Wet,8.08,7.83,10.0,10.0,10.0,8.0,0.1,0,3,75.07790750000004
455,85.83,Guatemala,7.83,8.0,8.0,8.17,Washed / Wet,7.83,8.0,10.0,10.0,10.0,8.0,0.12,0,3,75.07790750000004
456,85.83,Guatemala,8.0,8.0,7.83,8.33,Washed / Wet,7.83,7.83,10.0,10.0,10.0,8.0,0.1,0,1,75.07790750000004
457,85.5,Guatemala,8.0,7.83,7.67,8.33,Washed / Wet,7.83,8.0,10.0,10.0,10.0,7.83,0.11,0,1,75.07790750000004
458,85.33,Guatemala,7.83,7.75,7.83,7.67,Natural / Dry,7.83,8.58,10.0,10.0,10.0,7.83,0.11,0,1,75.07790750000004
459,85.25,Guatemala,8.0,7.92,7.75,8.0,,7.92,7.83,10.0,10.0,10.0,7.83,0.1,0,2,75.07790750000004
460,85.17,Guatemala,8.25,8.0,7.67,7.92,Washed / Wet,7.75,7.67,10.0,10.0,10.0,7.92,0.0,0,7,75.07790750000004
461,85.0,Guatemala,7.83,8.08,7.67,8.0,,7.75,7.67,10.0,10.0,10.0,8.0,0.04,0,1,75.07790750000004
462,84.67,Guatemala,7.75,7.83,7.58,8.0,Washed / Wet,7.92,7.75,10.0,10.0,10.0,7.83,0.1,0,1,75.07790750000004
463,84.67,Guatemala,8.0,7.83,7.67,7.83,Washed / Wet,7.67,8.0,10.0,10.0,10.0,7.67,0.11,0,4,75.07790750000004
464,84.67,Guatemala,7.67,7.83,7.67,8.0,Washed / Wet,7.67,7.83,10.0,10.0,10.0,8.0,0.12,0,4,75.07790750000004
465,84.58,Guatemala,7.75,7.83,7.67,7.92,Washed / Wet,7.75,7.83,10.0,10.0,10.0,7.83,0.11,0,1,75.07790750000004
466,84.58,Guatemala,8.0,7.92,7.67,7.58,Washed / Wet,7.58,7.67,10.0,10.0,10.0,8.17,0.09,0,0,75.07790750000004
467,84.5,Guatemala,8.17,7.83,7.67,7.83,Washed / Wet,7.67,7.83,10.0,10.0,10.0,7.5,0.11,0,2,75.07790750000004
468,84.5,Guatemala,7.67,8.0,7.67,8.0,Washed / Wet,7.5,7.83,10.0,10.0,10.0,7.83,0.11,0,2,75.07790750000004
469,84.33,Guatemala,7.5,7.67,7.75,7.67,,7.92,7.92,10.0,10.0,10.0,7.92,0.04,1,1,75.07790750000004
470,84.25,Guatemala,7.75,7.75,7.58,7.92,Washed / Wet,7.75,7.75,10.0,10.0,10.0,7.75,0.11,0,4,75.07790750000004
471,84.25,Guatemala,7.75,7.92,7.5,8.08,Washed / Wet,7.58,7.67,10.0,10.0,10.0,7.75,0.1,0,1,75.07790750000004
472,84.25,Guatemala,7.83,7.83,7.5,7.92,Other,7.58,7.75,10.0,10.0,10.0,7.83,0.1,0,1,75.07790750000004
473,84.17,Guatemala,7.75,7.83,7.58,7.83,Washed / Wet,7.67,7.75,10.0,10.0,10.0,7.75,0.13,0,1,75.07790750000004
474,84.17,Guatemala,7.75,7.75,7.58,8.0,Washed / Wet,7.67,7.83,10.0,10.0,10.0,7.58,0.11,0,6,75.07790750000004
475,84.17,Guatemala,7.75,7.92,7.58,7.92,Washed / Wet,7.67,7.67,10.0,10.0,10.0,7.67,0.1,0,10,75.07790750000004
476,84.17,Guatemala,7.58,7.83,7.58,7.83,Washed / Wet,7.83,7.67,10.0,10.0,10.0,7.83,0.1,0,2,75.07790750000004
477,84.17,Guatemala,7.67,7.75,7.67,7.75,Washed / Wet,7.75,7.75,10.0,10.0,10.0,7.83,0.11,0,0,75.07790750000004
478,84.17,Guatemala,7.92,7.75,7.67,7.67,Washed / Wet,7.83,7.92,10.0,10.0,10.0,7.42,0.11,0,4,75.07790750000004
479,84.17,Guatemala,7.83,7.5,7.5,8.0,Natural / Dry,7.83,7.83,10.0,10.0,10.0,7.67,0.11,0,2,75.07790750000004
480,84.08,Guatemala,8.0,7.75,7.5,7.58,Washed / Wet,7.92,7.67,10.0,10.0,10.0,7.67,0.1,0,4,75.07790750000004
481,84.08,Guatemala,7.58,7.75,7.67,8.0,Washed / Wet,7.75,7.67,10.0,10.0,10.0,7.67,0.1,0,10,75.07790750000004
482,84.0,Guatemala,7.67,7.83,7.58,7.92,Washed / Wet,7.75,7.67,10.0,10.0,10.0,7.58,0.12,0,7,75.07790750000004
483,84.0,Guatemala,7.92,7.67,7.42,7.92,Natural / Dry,7.75,7.83,10.0,10.0,10.0,7.5,0.1,0,1,75.07790750000004
484,84.0,Guatemala,7.75,7.83,7.5,7.83,Other,7.58,7.67,10.0,10.0,10.0,7.83,0.1,0,0,75.07790750000004
485,83.83,Guatemala,7.75,7.75,7.5,7.75,Washed / Wet,7.83,7.58,10.0,10.0,10.0,7.67,0.11,0,6,75.07790750000004
486,83.83,Guatemala,7.58,7.83,7.33,8.0,Washed / Wet,7.58,7.75,10.0,10.0,10.0,7.75,0.1,0,1,75.07790750000004
487,83.83,Guatemala,7.5,7.83,7.5,7.83,Washed / Wet,7.83,7.67,10.0,10.0,10.0,7.67,0.11,0,3,75.07790750000004
488,83.75,Guatemala,7.67,7.58,7.58,7.67,Washed / Wet,7.75,7.75,10.0,10.0,10.0,7.75,0.11,0,1,75.07790750000004
489,83.67,Guatemala,8.0,7.5,7.33,8.0,Washed / Wet,8.0,8.0,9.33,10.0,10.0,7.5,0.1,0,0,75.07790750000004
490,83.67,Guatemala,7.67,7.67,7.42,7.67,Washed / Wet,8.0,7.75,10.0,10.0,10.0,7.5,0.12,1,3,75.07790750000004
491,83.67,Guatemala,7.83,7.67,7.33,7.67,Washed / Wet,7.67,7.83,10.0,10.0,10.0,7.67,0.11,0,2,75.07790750000004
492,83.67,Guatemala,8.17,8.17,7.83,7.67,Natural / Dry,8.08,7.75,9.33,9.33,9.33,8.0,0.11,0,1,75.07790750000004
493,83.67,Guatemala,7.67,8.17,7.5,7.42,Washed / Wet,7.58,7.83,10.0,10.0,10.0,7.5,0.11,0,13,75.07790750000004
494,83.67,Guatemala,7.67,7.5,7.33,8.0,Washed / Wet,7.67,7.67,10.0,10.0,10.0,7.83,0.1,0,0,75.07790750000004
495,83.58,Guatemala,7.75,7.75,7.5,7.83,Washed / Wet,7.58,7.58,10.0,10.0,10.0,7.58,0.11,0,0,75.07790750000004
496,83.5,Guatemala,7.67,7.75,7.5,7.83,Washed / Wet,7.58,7.58,10.0,10.0,10.0,7.58,0.1,0,5,75.07790750000004
497,83.5,Guatemala,7.58,7.75,7.5,7.83,Washed / Wet,7.42,7.67,10.0,10.0,10.0,7.75,0.1,0,0,75.07790750000004
498,83.5,Guatemala,7.83,7.5,7.5,8.0,Washed / Wet,7.67,7.5,10.0,10.0,10.0,7.5,0.1,0,5,75.07790750000004
499,83.5,Guatemala,7.5,7.5,7.75,7.5,Washed / Wet,8.0,7.67,10.0,10.0,10.0,7.58,0.0,3,12,75.07790750000004
500,83.42,Guatemala,7.67,7.75,7.5,7.58,Washed / Wet,7.58,7.67,10.0,10.0,10.0,7.67,0.1,0,3,75.07790750000004
501,83.42,Guatemala,7.75,7.83,7.33,7.83,Natural / Dry,7.5,7.67,10.0,10.0,10.0,7.5,0.1,0,1,75.07790750000004
502,83.42,Guatemala,7.67,7.75,7.5,7.83,Washed / Wet,7.58,7.5,10.0,10.0,10.0,7.58,0.1,0,2,75.07790750000004
503,83.42,Guatemala,7.67,7.5,7.75,7.42,Washed / Wet,7.75,7.75,10.0,10.0,10.0,7.58,0.11,0,0,75.07790750000004
504,83.33,Guatemala,7.83,7.67,7.17,7.67,Washed / Wet,7.67,7.67,10.0,10.0,10.0,7.67,0.11,0,3,75.07790750000004
505,83.25,Guatemala,7.5,7.58,7.42,7.83,Washed / Wet,7.67,7.58,10.0,10.0,10.0,7.67,0.11,0,7,75.07790750000004
506,83.25,Guatemala,7.5,7.67,7.58,7.67,Washed / Wet,7.67,7.5,10.0,10.0,10.0,7.67,0.1,0,1,75.07790750000004
507,83.25,Guatemala,7.83,7.58,7.08,7.83,Washed / Wet,7.42,8.08,10.0,10.0,10.0,7.42,0.11,0,9,75.07790750000004
508,83.17,Guatemala,7.58,7.58,7.33,7.67,Washed / Wet,7.75,7.58,10.0,10.0,10.0,7.67,0.1,0,1,75.07790750000004
509,83.17,Guatemala,7.67,7.75,7.42,7.75,Washed / Wet,7.58,7.5,10.0,10.0,10.0,7.5,0.11,2,3,75.07790750000004
510,83.17,Guatemala,7.5,7.75,7.5,7.83,Washed / Wet,7.58,7.5,10.0,10.0,10.0,7.5,0.11,0,1,75.07790750000004
511,83.17,Guatemala,7.92,7.67,7.42,7.75,Washed / Wet,7.5,7.5,10.0,10.0,10.0,7.42,0.12,0,3,75.07790750000004
512,83.17,Guatemala,7.33,7.83,7.17,8.17,Washed / Wet,7.33,7.67,10.0,10.0,10.0,7.67,0.09,0,1,75.07790750000004
513,83.17,Guatemala,7.67,7.83,7.33,7.67,Washed / Wet,7.5,7.67,10.0,10.0,10.0,7.5,0.11,0,2,75.07790750000004
514,83.17,Guatemala,7.75,7.5,7.67,7.5,Washed / Wet,7.92,8.0,10.0,10.0,9.33,7.5,0.0,0,10,75.07790750000004
515,83.08,Guatemala,7.92,7.67,7.67,7.25,,7.83,7.67,9.33,10.0,10.0,7.75,0.02,0,1,75.07790750000004
516,83.0,Guatemala,7.67,7.75,7.33,7.92,Washed / Wet,7.42,7.5,10.0,10.0,10.0,7.42,0.11,0,3,75.07790750000004
517,83.0,Guatemala,7.75,7.67,7.33,7.75,Washed / Wet,7.5,7.42,10.0,10.0,10.0,7.58,0.11,0,2,75.07790750000004
518,83.0,Guatemala,7.83,7.67,7.25,7.67,Washed / Wet,7.75,7.5,10.0,10.0,10.0,7.33,0.11,0,2,75.07790750000004
519,83.0,Guatemala,7.67,7.67,7.42,7.83,Washed / Wet,7.5,7.5,10.0,10.0,10.0,7.42,0.1,1,0,75.07790750000004
520,83.0,Guatemala,7.5,7.67,7.5,7.67,Washed / Wet,7.5,7.83,10.0,10.0,10.0,7.33,0.1,0,2,75.07790750000004
521,82.92,Guatemala,7.75,7.5,7.42,7.58,Washed / Wet,7.67,7.5,10.0,10.0,10.0,7.5,0.1,0,1,75.07790750000004
522,82.92,Guatemala,7.67,7.83,7.42,7.5,Natural / Dry,7.33,7.5,10.0,10.0,10.0,7.67,0.1,0,2,75.07790750000004
523,82.92,Guatemala,7.58,7.58,7.25,7.58,Washed / Wet,7.58,7.58,10.0,10.0,10.0,7.75,0.1,0,4,75.07790750000004
524,82.92,Guatemala,7.83,7.75,7.25,7.92,Washed / Wet,7.5,7.17,10.0,10.0,10.0,7.5,0.11,0,2,75.07790750000004
525,82.83,Guatemala,7.5,7.58,7.33,7.67,Washed / Wet,7.58,7.58,10.0,10.0,10.0,7.58,0.11,1,2,75.07790750000004
526,82.83,Guatemala,7.58,7.58,7.33,7.67,Washed / Wet,7.67,7.5,10.0,10.0,10.0,7.5,0.11,0,2,75.07790750000004
527,82.83,Guatemala,7.67,7.67,7.75,7.67,Washed / Wet,7.42,7.17,10.0,10.0,10.0,7.5,0.1,0,4,75.07790750000004
528,82.83,Guatemala,7.67,7.67,7.33,7.5,Washed / Wet,7.33,7.92,10.0,10.0,10.0,7.42,0.11,0,10,75.07790750000004
529,82.75,Guatemala,7.5,7.58,7.42,7.67,Washed / Wet,7.58,7.5,10.0,10.0,10.0,7.5,0.1,0,3,75.07790750000004
530,82.75,Guatemala,7.58,7.67,7.5,7.58,Washed / Wet,7.5,7.42,10.0,10.0,10.0,7.5,0.11,0,8,75.07790750000004
531,82.75,Guatemala,7.5,7.67,7.17,7.67,Washed / Wet,7.67,7.58,10.0,10.0,10.0,7.5,0.11,0,4,75.07790750000004
532,82.75,Guatemala,7.5,7.5,7.42,7.58,Washed / Wet,7.67,7.5,10.0,10.0,10.0,7.58,0.1,0,1,75.07790750000004
533,82.75,Guatemala,7.42,7.58,7.42,7.67,Washed / Wet,7.5,7.5,10.0,10.0,10.0,7.67,0.1,0,1,75.07790750000004
534,82.75,Guatemala,7.58,7.58,7.33,7.58,Washed / Wet,7.33,7.67,10.0,10.0,10.0,7.67,0.12,0,0,75.07790750000004
535,82.75,Guatemala,7.75,7.42,7.25,7.75,Washed / Wet,7.5,7.67,10.0,10.0,10.0,7.42,0.13,0,2,75.07790750000004
536,82.67,Guatemala,7.67,7.67,7.17,7.67,Washed / Wet,7.5,7.5,10.0,10.0,10.0,7.5,0.11,0,0,75.07790750000004
537,82.58,Guatemala,7.5,7.42,7.42,7.75,Washed / Wet,7.5,7.5,10.0,10.0,10.0,7.5,0.1,0,2,75.07790750000004
538,82.58,Guatemala,7.5,7.58,7.42,7.58,Natural / Dry,7.42,7.58,10.0,10.0,10.0,7.5,0.0,0,4,75.07790750000004
539,82.5,Guatemala,7.5,7.5,7.33,7.5,Washed / Wet,7.67,7.5,10.0,10.0,10.0,7.5,0.1,0,2,75.07790750000004
540,82.5,Guatemala,7.83,7.42,7.33,7.67,Washed / Wet,7.42,7.5,10.0,10.0,10.0,7.33,0.12,0,4,75.07790750000004
541,82.5,Guatemala,7.83,7.67,7.17,7.33,Washed / Wet,7.5,7.67,10.0,10.0,10.0,7.33,0.11,0,0,75.07790750000004
542,82.5,Guatemala,7.67,7.33,7.33,7.33,Natural / Dry,7.5,7.83,10.0,10.0,10.0,7.5,0.11,0,5,75.07790750000004
543,82.5,Guatemala,7.75,7.58,7.67,7.67,,7.58,7.58,9.33,10.0,10.0,7.33,0.01,1,14,75.07790750000004
544,82.42,Guatemala,7.58,7.5,7.33,7.75,Washed / Wet,7.33,7.5,10.0,10.0,10.0,7.42,0.1,0,2,75.07790750000004
545,82.42,Guatemala,7.67,7.58,7.25,7.67,Washed / Wet,7.42,7.33,10.0,10.0,10.0,7.5,0.12,0,0,75.07790750000004
546,82.42,Guatemala,7.58,7.5,7.25,7.67,Washed / Wet,7.5,7.5,10.0,10.0,10.0,7.42,0.12,0,0,75.07790750000004
547,82.42,Guatemala,7.5,7.42,7.08,7.75,Washed / Wet,7.67,7.5,10.0,10.0,10.0,7.5,0.11,0,3,75.07790750000004
548,82.42,Guatemala,7.5,7.5,7.5,7.67,Washed / Wet,7.42,7.5,10.0,10.0,10.0,7.33,0.1,0,0,75.07790750000004
