Temperature - (Celsius), Year, Month, Country, ISO3
25.6309, 1991, Jan, Brazil, BRA
25.9331, 1991, Feb, Brazil, BRA
25.6195, 1991, Mar, Brazil, BRA
25.3122, 1991, Apr, Brazil, BRA
24.6685, 1991, May, Brazil, BRA
23.9559, 1991, Jun, Brazil, BRA
23.2381, 1991, Jul, Brazil, BRA
23.9559, 1991, Aug, Brazil, BRA
25.2297, 1991, Sep, Brazil, BRA
25.5777, 1991, Oct, Brazil, BRA
25.9442, 1991, Nov, Brazil, BRA
26.0139, 1991, Dec, Brazil, BRA
25.7539, 1992, Jan, Brazil, BRA
25.6635, 1992, Feb, Brazil, BRA
25.5218, 1992, Mar, Brazil, BRA
25.2168, 1992, Apr, Brazil, BRA
25.0763, 1992, May, Brazil, BRA
24.3627, 1992, Jun, Brazil, BRA
22.7497, 1992, Jul, Brazil, BRA
23.9357, 1992, Aug, Brazil, BRA
24.4702, 1992, Sep, Brazil, BRA
25.6455, 1992, Oct, Brazil, BRA
25.3548, 1992, Nov, Brazil, BRA
25.3782, 1992, Dec, Brazil, BRA
25.7122, 1993, Jan, Brazil, BRA
25.3757, 1993, Feb, Brazil, BRA
25.6605, 1993, Mar, Brazil, BRA
25.5324, 1993, Apr, Brazil, BRA
24.4301, 1993, May, Brazil, BRA
23.6868, 1993, Jun, Brazil, BRA
23.3538, 1993, Jul, Brazil, BRA
24.0561, 1993, Aug, Brazil, BRA
25.0921, 1993, Sep, Brazil, BRA
26.0299, 1993, Oct, Brazil, BRA
25.9032, 1993, Nov, Brazil, BRA
25.7751, 1993, Dec, Brazil, BRA
25.5768, 1994, Jan, Brazil, BRA
25.7538, 1994, Feb, Brazil, BRA
25.4201, 1994, Mar, Brazil, BRA
25.2587, 1994, Apr, Brazil, BRA
24.9608, 1994, May, Brazil, BRA
23.6368, 1994, Jun, Brazil, BRA
23.2637, 1994, Jul, Brazil, BRA
24.2578, 1994, Aug, Brazil, BRA
25.4814, 1994, Sep, Brazil, BRA
26.1762, 1994, Oct, Brazil, BRA
25.8972, 1994, Nov, Brazil, BRA
25.9369, 1994, Dec, Brazil, BRA
26.165, 1995, Jan, Brazil, BRA
25.9884, 1995, Feb, Brazil, BRA
25.9259, 1995, Mar, Brazil, BRA
25.1272, 1995, Apr, Brazil, BRA
24.2585, 1995, May, Brazil, BRA
23.8711, 1995, Jun, Brazil, BRA
24.2735, 1995, Jul, Brazil, BRA
25.0193, 1995, Aug, Brazil, BRA
25.7562, 1995, Sep, Brazil, BRA
26.1276, 1995, Oct, Brazil, BRA
25.9217, 1995, Nov, Brazil, BRA
25.8998, 1995, Dec, Brazil, BRA
25.9877, 1996, Jan, Brazil, BRA
26.1255, 1996, Feb, Brazil, BRA
25.5699, 1996, Mar, Brazil, BRA
25.2402, 1996, Apr, Brazil, BRA
24.479, 1996, May, Brazil, BRA
22.9811, 1996, Jun, Brazil, BRA
23.4364, 1996, Jul, Brazil, BRA
24.6444, 1996, Aug, Brazil, BRA
25.0308, 1996, Sep, Brazil, BRA
25.9201, 1996, Oct, Brazil, BRA
25.6649, 1996, Nov, Brazil, BRA
26.2589, 1996, Dec, Brazil, BRA
25.6118, 1997, Jan, Brazil, BRA
25.8601, 1997, Feb, Brazil, BRA
25.2519, 1997, Mar, Brazil, BRA
25.1507, 1997, Apr, Brazil, BRA
24.3424, 1997, May, Brazil, BRA
23.7496, 1997, Jun, Brazil, BRA
24.2523, 1997, Jul, Brazil, BRA
24.6856, 1997, Aug, Brazil, BRA
25.8613, 1997, Sep, Brazil, BRA
26.8906, 1997, Oct, Brazil, BRA
26.7417, 1997, Nov, Brazil, BRA
26.465, 1997, Dec, Brazil, BRA
26.7041, 1998, Jan, Brazil, BRA
26.8333, 1998, Feb, Brazil, BRA
26.357, 1998, Mar, Brazil, BRA
26.3255, 1998, Apr, Brazil, BRA
24.8441, 1998, May, Brazil, BRA
23.9281, 1998, Jun, Brazil, BRA
24.5773, 1998, Jul, Brazil, BRA
25.4446, 1998, Aug, Brazil, BRA
25.7331, 1998, Sep, Brazil, BRA
26.4043, 1998, Oct, Brazil, BRA
26.031, 1998, Nov, Brazil, BRA
26.1804, 1998, Dec, Brazil, BRA
26.0825, 1999, Jan, Brazil, BRA
26.0898, 1999, Feb, Brazil, BRA
25.9152, 1999, Mar, Brazil, BRA
25.1308, 1999, Apr, Brazil, BRA
24.0045, 1999, May, Brazil, BRA
23.7472, 1999, Jun, Brazil, BRA
23.801, 1999, Jul, Brazil, BRA
24.3559, 1999, Aug, Brazil, BRA
25.7298, 1999, Sep, Brazil, BRA
25.9712, 1999, Oct, Brazil, BRA
25.8139, 1999, Nov, Brazil, BRA
26.0335, 1999, Dec, Brazil, BRA
25.8922, 2000, Jan, Brazil, BRA
25.7304, 2000, Feb, Brazil, BRA
25.5237, 2000, Mar, Brazil, BRA
25.298, 2000, Apr, Brazil, BRA
24.6587, 2000, May, Brazil, BRA
24.0279, 2000, Jun, Brazil, BRA
22.8954, 2000, Jul, Brazil, BRA
24.8073, 2000, Aug, Brazil, BRA
25.1792, 2000, Sep, Brazil, BRA
26.5293, 2000, Oct, Brazil, BRA
25.8763, 2000, Nov, Brazil, BRA
25.8833, 2000, Dec, Brazil, BRA
25.889, 2001, Jan, Brazil, BRA
26.1098, 2001, Feb, Brazil, BRA
25.9956, 2001, Mar, Brazil, BRA
25.844, 2001, Apr, Brazil, BRA
24.7001, 2001, May, Brazil, BRA
23.2559, 2001, Jun, Brazil, BRA
24.2577, 2001, Jul, Brazil, BRA
25.1645, 2001, Aug, Brazil, BRA
25.7005, 2001, Sep, Brazil, BRA
26.2674, 2001, Oct, Brazil, BRA
26.3615, 2001, Nov, Brazil, BRA
26.071, 2001, Dec, Brazil, BRA
26.0038, 2002, Jan, Brazil, BRA
26.0543, 2002, Feb, Brazil, BRA
26.3506, 2002, Mar, Brazil, BRA
26.0302, 2002, Apr, Brazil, BRA
25.2653, 2002, May, Brazil, BRA
24.0697, 2002, Jun, Brazil, BRA
24.3129, 2002, Jul, Brazil, BRA
25.3006, 2002, Aug, Brazil, BRA
25.5974, 2002, Sep, Brazil, BRA
27.0233, 2002, Oct, Brazil, BRA
26.4626, 2002, Nov, Brazil, BRA
26.3774, 2002, Dec, Brazil, BRA
26.4503, 2003, Jan, Brazil, BRA
26.4307, 2003, Feb, Brazil, BRA
26.0488, 2003, Mar, Brazil, BRA
25.7608, 2003, Apr, Brazil, BRA
24.7559, 2003, May, Brazil, BRA
24.7049, 2003, Jun, Brazil, BRA
23.938, 2003, Jul, Brazil, BRA
24.1622, 2003, Aug, Brazil, BRA
25.5287, 2003, Sep, Brazil, BRA
26.2649, 2003, Oct, Brazil, BRA
26.2403, 2003, Nov, Brazil, BRA
26.5705, 2003, Dec, Brazil, BRA
26.1996, 2004, Jan, Brazil, BRA
25.7999, 2004, Feb, Brazil, BRA
26.001, 2004, Mar, Brazil, BRA
26.0832, 2004, Apr, Brazil, BRA
24.3298, 2004, May, Brazil, BRA
23.9999, 2004, Jun, Brazil, BRA
23.6311, 2004, Jul, Brazil, BRA
24.6258, 2004, Aug, Brazil, BRA
25.8999, 2004, Sep, Brazil, BRA
26.496, 2004, Oct, Brazil, BRA
26.4233, 2004, Nov, Brazil, BRA
26.2918, 2004, Dec, Brazil, BRA
26.6529, 2005, Jan, Brazil, BRA
26.5285, 2005, Feb, Brazil, BRA
26.2976, 2005, Mar, Brazil, BRA
26.0263, 2005, Apr, Brazil, BRA
25.168, 2005, May, Brazil, BRA
24.5774, 2005, Jun, Brazil, BRA
23.872, 2005, Jul, Brazil, BRA
25.3791, 2005, Aug, Brazil, BRA
25.3699, 2005, Sep, Brazil, BRA
26.818, 2005, Oct, Brazil, BRA
26.64, 2005, Nov, Brazil, BRA
25.9184, 2005, Dec, Brazil, BRA
26.592, 2006, Jan, Brazil, BRA
26.284, 2006, Feb, Brazil, BRA
26.1389, 2006, Mar, Brazil, BRA
25.4638, 2006, Apr, Brazil, BRA
24.1172, 2006, May, Brazil, BRA
23.9029, 2006, Jun, Brazil, BRA
24.3948, 2006, Jul, Brazil, BRA
25.1154, 2006, Aug, Brazil, BRA
25.6463, 2006, Sep, Brazil, BRA
26.5309, 2006, Oct, Brazil, BRA
26.0784, 2006, Nov, Brazil, BRA
26.4705, 2006, Dec, Brazil, BRA
26.5299, 2007, Jan, Brazil, BRA
26.2615, 2007, Feb, Brazil, BRA
26.2567, 2007, Mar, Brazil, BRA
25.9564, 2007, Apr, Brazil, BRA
24.5048, 2007, May, Brazil, BRA
24.3439, 2007, Jun, Brazil, BRA
23.8918, 2007, Jul, Brazil, BRA
24.3937, 2007, Aug, Brazil, BRA
26.3635, 2007, Sep, Brazil, BRA
26.7388, 2007, Oct, Brazil, BRA
26.3731, 2007, Nov, Brazil, BRA
26.154, 2007, Dec, Brazil, BRA
25.6394, 2008, Jan, Brazil, BRA
25.7319, 2008, Feb, Brazil, BRA
25.6503, 2008, Mar, Brazil, BRA
25.3256, 2008, Apr, Brazil, BRA
24.1105, 2008, May, Brazil, BRA
23.3868, 2008, Jun, Brazil, BRA
24.2839, 2008, Jul, Brazil, BRA
25.3217, 2008, Aug, Brazil, BRA
25.6099, 2008, Sep, Brazil, BRA
26.9318, 2008, Oct, Brazil, BRA
26.418, 2008, Nov, Brazil, BRA
26.0776, 2008, Dec, Brazil, BRA
25.8964, 2009, Jan, Brazil, BRA
25.8547, 2009, Feb, Brazil, BRA
26.1097, 2009, Mar, Brazil, BRA
25.5711, 2009, Apr, Brazil, BRA
24.7066, 2009, May, Brazil, BRA
23.4252, 2009, Jun, Brazil, BRA
24.0877, 2009, Jul, Brazil, BRA
25.0589, 2009, Aug, Brazil, BRA
26.1593, 2009, Sep, Brazil, BRA
26.4735, 2009, Oct, Brazil, BRA
27.1158, 2009, Nov, Brazil, BRA
26.1505, 2009, Dec, Brazil, BRA
26.5481, 2010, Jan, Brazil, BRA
27.0655, 2010, Feb, Brazil, BRA
26.8228, 2010, Mar, Brazil, BRA
25.8801, 2010, Apr, Brazil, BRA
24.9453, 2010, May, Brazil, BRA
24.0319, 2010, Jun, Brazil, BRA
24.2075, 2010, Jul, Brazil, BRA
24.7496, 2010, Aug, Brazil, BRA
26.498, 2010, Sep, Brazil, BRA
26.583, 2010, Oct, Brazil, BRA
26.1724, 2010, Nov, Brazil, BRA
26.3027, 2010, Dec, Brazil, BRA
26.0039, 2011, Jan, Brazil, BRA
25.9424, 2011, Feb, Brazil, BRA
25.6809, 2011, Mar, Brazil, BRA
25.6713, 2011, Apr, Brazil, BRA
24.7252, 2011, May, Brazil, BRA
24.1491, 2011, Jun, Brazil, BRA
24.2797, 2011, Jul, Brazil, BRA
25.1329, 2011, Aug, Brazil, BRA
26.1025, 2011, Sep, Brazil, BRA
26.1899, 2011, Oct, Brazil, BRA
25.975, 2011, Nov, Brazil, BRA
26.1336, 2011, Dec, Brazil, BRA
25.7407, 2012, Jan, Brazil, BRA
25.8938, 2012, Feb, Brazil, BRA
25.831, 2012, Mar, Brazil, BRA
25.8573, 2012, Apr, Brazil, BRA
24.8098, 2012, May, Brazil, BRA
24.2814, 2012, Jun, Brazil, BRA
24.0859, 2012, Jul, Brazil, BRA
25.1256, 2012, Aug, Brazil, BRA
26.4915, 2012, Sep, Brazil, BRA
27.209, 2012, Oct, Brazil, BRA
26.6183, 2012, Nov, Brazil, BRA
26.5734, 2012, Dec, Brazil, BRA
26.3435, 2013, Jan, Brazil, BRA
26.3703, 2013, Feb, Brazil, BRA
26.327, 2013, Mar, Brazil, BRA
25.6717, 2013, Apr, Brazil, BRA
24.9765, 2013, May, Brazil, BRA
24.6711, 2013, Jun, Brazil, BRA
24.1988, 2013, Jul, Brazil, BRA
24.4792, 2013, Aug, Brazil, BRA
26.0349, 2013, Sep, Brazil, BRA
26.4174, 2013, Oct, Brazil, BRA
26.1291, 2013, Nov, Brazil, BRA
26.3653, 2013, Dec, Brazil, BRA
26.3036, 2014, Jan, Brazil, BRA
26.1074, 2014, Feb, Brazil, BRA
25.8583, 2014, Mar, Brazil, BRA
25.8516, 2014, Apr, Brazil, BRA
24.9854, 2014, May, Brazil, BRA
24.5019, 2014, Jun, Brazil, BRA
24.0488, 2014, Jul, Brazil, BRA
25.2642, 2014, Aug, Brazil, BRA
26.7976, 2014, Sep, Brazil, BRA
26.9956, 2014, Oct, Brazil, BRA
26.6407, 2014, Nov, Brazil, BRA
26.4223, 2014, Dec, Brazil, BRA
26.6419, 2015, Jan, Brazil, BRA
26.3285, 2015, Feb, Brazil, BRA
26.0379, 2015, Mar, Brazil, BRA
26.0064, 2015, Apr, Brazil, BRA
25.1254, 2015, May, Brazil, BRA
24.653, 2015, Jun, Brazil, BRA
24.6845, 2015, Jul, Brazil, BRA
25.7821, 2015, Aug, Brazil, BRA
27.3481, 2015, Sep, Brazil, BRA
27.1013, 2015, Oct, Brazil, BRA
27.2134, 2015, Nov, Brazil, BRA
27.0235, 2015, Dec, Brazil, BRA
26.6768, 2016, Jan, Brazil, BRA
26.5488, 2016, Feb, Brazil, BRA
26.605, 2016, Mar, Brazil, BRA
26.7497, 2016, Apr, Brazil, BRA
25.1179, 2016, May, Brazil, BRA
23.9542, 2016, Jun, Brazil, BRA
24.7449, 2016, Jul, Brazil, BRA
25.5629, 2016, Aug, Brazil, BRA
25.9775, 2016, Sep, Brazil, BRA
27.0781, 2016, Oct, Brazil, BRA
26.7037, 2016, Nov, Brazil, BRA
26.5119, 2016, Dec, Brazil, BRA
19.9731, 1991, Jan, Burundi, BDI
21.0837, 1991, Feb, Burundi, BDI
21.151, 1991, Mar, Burundi, BDI
20.5624, 1991, Apr, Burundi, BDI
20.8977, 1991, May, Burundi, BDI
20.1283, 1991, Jun, Burundi, BDI
19.3619, 1991, Jul, Burundi, BDI
20.2154, 1991, Aug, Burundi, BDI
21.1556, 1991, Sep, Burundi, BDI
21.405, 1991, Oct, Burundi, BDI
20.2942, 1991, Nov, Burundi, BDI
20.0071, 1991, Dec, Burundi, BDI
20.2539, 1992, Jan, Burundi, BDI
20.8592, 1992, Feb, Burundi, BDI
21.0974, 1992, Mar, Burundi, BDI
21.0802, 1992, Apr, Burundi, BDI
20.5242, 1992, May, Burundi, BDI
20.2062, 1992, Jun, Burundi, BDI
19.3258, 1992, Jul, Burundi, BDI
20.3809, 1992, Aug, Burundi, BDI
21.2479, 1992, Sep, Burundi, BDI
20.9093, 1992, Oct, Burundi, BDI
20.1692, 1992, Nov, Burundi, BDI
20.0057, 1992, Dec, Burundi, BDI
19.576, 1993, Jan, Burundi, BDI
20.257, 1993, Feb, Burundi, BDI
20.0684, 1993, Mar, Burundi, BDI
20.5546, 1993, Apr, Burundi, BDI
20.3593, 1993, May, Burundi, BDI
20.3392, 1993, Jun, Burundi, BDI
19.6337, 1993, Jul, Burundi, BDI
21.1595, 1993, Aug, Burundi, BDI
20.6494, 1993, Sep, Burundi, BDI
20.8882, 1993, Oct, Burundi, BDI
21.9022, 1993, Nov, Burundi, BDI
20.4797, 1993, Dec, Burundi, BDI
19.7059, 1994, Jan, Burundi, BDI
20.5599, 1994, Feb, Burundi, BDI
19.9719, 1994, Mar, Burundi, BDI
20.3173, 1994, Apr, Burundi, BDI
20.7725, 1994, May, Burundi, BDI
19.7768, 1994, Jun, Burundi, BDI
18.8897, 1994, Jul, Burundi, BDI
21.3217, 1994, Aug, Burundi, BDI
21.7972, 1994, Sep, Burundi, BDI
21.1478, 1994, Oct, Burundi, BDI
20.4856, 1994, Nov, Burundi, BDI
20.4496, 1994, Dec, Burundi, BDI
20.2045, 1995, Jan, Burundi, BDI
20.5319, 1995, Feb, Burundi, BDI
20.8972, 1995, Mar, Burundi, BDI
21.0402, 1995, Apr, Burundi, BDI
20.5798, 1995, May, Burundi, BDI
20.3132, 1995, Jun, Burundi, BDI
19.9191, 1995, Jul, Burundi, BDI
21.6765, 1995, Aug, Burundi, BDI
21.3791, 1995, Sep, Burundi, BDI
21.7577, 1995, Oct, Burundi, BDI
21.7391, 1995, Nov, Burundi, BDI
21.029, 1995, Dec, Burundi, BDI
20.9886, 1996, Jan, Burundi, BDI
20.6078, 1996, Feb, Burundi, BDI
20.5145, 1996, Mar, Burundi, BDI
20.0173, 1996, Apr, Burundi, BDI
20.1898, 1996, May, Burundi, BDI
19.8889, 1996, Jun, Burundi, BDI
20.0012, 1996, Jul, Burundi, BDI
20.5886, 1996, Aug, Burundi, BDI
20.9234, 1996, Sep, Burundi, BDI
21.0552, 1996, Oct, Burundi, BDI
21.3755, 1996, Nov, Burundi, BDI
21.5834, 1996, Dec, Burundi, BDI
21.5283, 1997, Jan, Burundi, BDI
21.0643, 1997, Feb, Burundi, BDI
20.7756, 1997, Mar, Burundi, BDI
20.8477, 1997, Apr, Burundi, BDI
20.6297, 1997, May, Burundi, BDI
20.5374, 1997, Jun, Burundi, BDI
20.1709, 1997, Jul, Burundi, BDI
19.7504, 1997, Aug, Burundi, BDI
22.2501, 1997, Sep, Burundi, BDI
21.9068, 1997, Oct, Burundi, BDI
20.9425, 1997, Nov, Burundi, BDI
20.3388, 1997, Dec, Burundi, BDI
20.3108, 1998, Jan, Burundi, BDI
21.3971, 1998, Feb, Burundi, BDI
21.0619, 1998, Mar, Burundi, BDI
20.4042, 1998, Apr, Burundi, BDI
20.5038, 1998, May, Burundi, BDI
20.1028, 1998, Jun, Burundi, BDI
20.4326, 1998, Jul, Burundi, BDI
20.9501, 1998, Aug, Burundi, BDI
21.7126, 1998, Sep, Burundi, BDI
21.6169, 1998, Oct, Burundi, BDI
21.289, 1998, Nov, Burundi, BDI
20.8693, 1998, Dec, Burundi, BDI
20.7204, 1999, Jan, Burundi, BDI
21.9713, 1999, Feb, Burundi, BDI
20.6481, 1999, Mar, Burundi, BDI
20.521, 1999, Apr, Burundi, BDI
20.3979, 1999, May, Burundi, BDI
19.8868, 1999, Jun, Burundi, BDI
19.6468, 1999, Jul, Burundi, BDI
20.7873, 1999, Aug, Burundi, BDI
21.4663, 1999, Sep, Burundi, BDI
20.9344, 1999, Oct, Burundi, BDI
20.3775, 1999, Nov, Burundi, BDI
21.1445, 1999, Dec, Burundi, BDI
20.5219, 2000, Jan, Burundi, BDI
20.8951, 2000, Feb, Burundi, BDI
20.7017, 2000, Mar, Burundi, BDI
21.1941, 2000, Apr, Burundi, BDI
21.5562, 2000, May, Burundi, BDI
19.9607, 2000, Jun, Burundi, BDI
20.0719, 2000, Jul, Burundi, BDI
21.7565, 2000, Aug, Burundi, BDI
21.3446, 2000, Sep, Burundi, BDI
21.5541, 2000, Oct, Burundi, BDI
20.8279, 2000, Nov, Burundi, BDI
19.673, 2000, Dec, Burundi, BDI
20.6988, 2001, Jan, Burundi, BDI
21.4247, 2001, Feb, Burundi, BDI
21.0922, 2001, Mar, Burundi, BDI
21.1299, 2001, Apr, Burundi, BDI
21.0245, 2001, May, Burundi, BDI
19.7372, 2001, Jun, Burundi, BDI
19.9649, 2001, Jul, Burundi, BDI
21.45, 2001, Aug, Burundi, BDI
21.939, 2001, Sep, Burundi, BDI
21.9169, 2001, Oct, Burundi, BDI
21.5135, 2001, Nov, Burundi, BDI
20.6559, 2001, Dec, Burundi, BDI
20.9961, 2002, Jan, Burundi, BDI
21.9626, 2002, Feb, Burundi, BDI
21.1288, 2002, Mar, Burundi, BDI
21.3545, 2002, Apr, Burundi, BDI
21.0519, 2002, May, Burundi, BDI
20.01, 2002, Jun, Burundi, BDI
21.1314, 2002, Jul, Burundi, BDI
21.6338, 2002, Aug, Burundi, BDI
22.1662, 2002, Sep, Burundi, BDI
21.8742, 2002, Oct, Burundi, BDI
20.9192, 2002, Nov, Burundi, BDI
20.9483, 2002, Dec, Burundi, BDI
21.3873, 2003, Jan, Burundi, BDI
21.4762, 2003, Feb, Burundi, BDI
21.8509, 2003, Mar, Burundi, BDI
21.4406, 2003, Apr, Burundi, BDI
21.2498, 2003, May, Burundi, BDI
20.527, 2003, Jun, Burundi, BDI
20.1641, 2003, Jul, Burundi, BDI
21.1896, 2003, Aug, Burundi, BDI
22.0033, 2003, Sep, Burundi, BDI
21.8206, 2003, Oct, Burundi, BDI
21.8653, 2003, Nov, Burundi, BDI
22.0702, 2003, Dec, Burundi, BDI
21.9266, 2004, Jan, Burundi, BDI
21.7979, 2004, Feb, Burundi, BDI
21.3283, 2004, Mar, Burundi, BDI
20.7464, 2004, Apr, Burundi, BDI
20.9319, 2004, May, Burundi, BDI
20.1042, 2004, Jun, Burundi, BDI
20.8295, 2004, Jul, Burundi, BDI
22.4225, 2004, Aug, Burundi, BDI
21.6552, 2004, Sep, Burundi, BDI
21.7305, 2004, Oct, Burundi, BDI
21.0143, 2004, Nov, Burundi, BDI
20.5006, 2004, Dec, Burundi, BDI
20.2554, 2005, Jan, Burundi, BDI
23.1367, 2005, Feb, Burundi, BDI
22.1088, 2005, Mar, Burundi, BDI
21.6795, 2005, Apr, Burundi, BDI
20.6991, 2005, May, Burundi, BDI
20.9897, 2005, Jun, Burundi, BDI
19.936, 2005, Jul, Burundi, BDI
21.5638, 2005, Aug, Burundi, BDI
22.169, 2005, Sep, Burundi, BDI
21.7018, 2005, Oct, Burundi, BDI
21.8283, 2005, Nov, Burundi, BDI
22.9797, 2005, Dec, Burundi, BDI
21.8142, 2006, Jan, Burundi, BDI
21.4755, 2006, Feb, Burundi, BDI
21.6098, 2006, Mar, Burundi, BDI
20.3369, 2006, Apr, Burundi, BDI
20.0982, 2006, May, Burundi, BDI
19.7312, 2006, Jun, Burundi, BDI
20.5733, 2006, Jul, Burundi, BDI
21.4419, 2006, Aug, Burundi, BDI
20.9661, 2006, Sep, Burundi, BDI
22.3646, 2006, Oct, Burundi, BDI
20.4021, 2006, Nov, Burundi, BDI
19.3295, 2006, Dec, Burundi, BDI
20.824, 2007, Jan, Burundi, BDI
20.5542, 2007, Feb, Burundi, BDI
21.1774, 2007, Mar, Burundi, BDI
20.531, 2007, Apr, Burundi, BDI
21.1298, 2007, May, Burundi, BDI
19.5982, 2007, Jun, Burundi, BDI
18.9952, 2007, Jul, Burundi, BDI
20.8753, 2007, Aug, Burundi, BDI
21.8757, 2007, Sep, Burundi, BDI
21.7859, 2007, Oct, Burundi, BDI
20.6049, 2007, Nov, Burundi, BDI
20.5764, 2007, Dec, Burundi, BDI
21.3738, 2008, Jan, Burundi, BDI
20.2109, 2008, Feb, Burundi, BDI
20.1821, 2008, Mar, Burundi, BDI
19.8966, 2008, Apr, Burundi, BDI
20.0876, 2008, May, Burundi, BDI
19.2075, 2008, Jun, Burundi, BDI
20.2996, 2008, Jul, Burundi, BDI
21.3149, 2008, Aug, Burundi, BDI
22.3356, 2008, Sep, Burundi, BDI
21.2216, 2008, Oct, Burundi, BDI
20.6334, 2008, Nov, Burundi, BDI
20.2044, 2008, Dec, Burundi, BDI
21.7504, 2009, Jan, Burundi, BDI
20.1958, 2009, Feb, Burundi, BDI
20.9105, 2009, Mar, Burundi, BDI
21.2799, 2009, Apr, Burundi, BDI
20.9419, 2009, May, Burundi, BDI
20.4527, 2009, Jun, Burundi, BDI
20.9818, 2009, Jul, Burundi, BDI
21.6577, 2009, Aug, Burundi, BDI
22.3391, 2009, Sep, Burundi, BDI
22.2218, 2009, Oct, Burundi, BDI
20.6507, 2009, Nov, Burundi, BDI
21.2248, 2009, Dec, Burundi, BDI
21.213, 2010, Jan, Burundi, BDI
20.6778, 2010, Feb, Burundi, BDI
21.0378, 2010, Mar, Burundi, BDI
21.3915, 2010, Apr, Burundi, BDI
20.9767, 2010, May, Burundi, BDI
20.3882, 2010, Jun, Burundi, BDI
20.1599, 2010, Jul, Burundi, BDI
21.2402, 2010, Aug, Burundi, BDI
21.8374, 2010, Sep, Burundi, BDI
22.2312, 2010, Oct, Burundi, BDI
21.1817, 2010, Nov, Burundi, BDI
20.7882, 2010, Dec, Burundi, BDI
20.7342, 2011, Jan, Burundi, BDI
20.5327, 2011, Feb, Burundi, BDI
20.6898, 2011, Mar, Burundi, BDI
20.9716, 2011, Apr, Burundi, BDI
21.2695, 2011, May, Burundi, BDI
20.3468, 2011, Jun, Burundi, BDI
20.2824, 2011, Jul, Burundi, BDI
21.1062, 2011, Aug, Burundi, BDI
21.7723, 2011, Sep, Burundi, BDI
20.5144, 2011, Oct, Burundi, BDI
19.5177, 2011, Nov, Burundi, BDI
19.5603, 2011, Dec, Burundi, BDI
19.7356, 2012, Jan, Burundi, BDI
21.0639, 2012, Feb, Burundi, BDI
20.6745, 2012, Mar, Burundi, BDI
20.4238, 2012, Apr, Burundi, BDI
20.2589, 2012, May, Burundi, BDI
20.02, 2012, Jun, Burundi, BDI
20.1218, 2012, Jul, Burundi, BDI
21.4648, 2012, Aug, Burundi, BDI
22.5995, 2012, Sep, Burundi, BDI
22.2494, 2012, Oct, Burundi, BDI
21.052, 2012, Nov, Burundi, BDI
20.1954, 2012, Dec, Burundi, BDI
20.8031, 2013, Jan, Burundi, BDI
21.1067, 2013, Feb, Burundi, BDI
20.7654, 2013, Mar, Burundi, BDI
18.8432, 2013, Apr, Burundi, BDI
20.6569, 2013, May, Burundi, BDI
19.3153, 2013, Jun, Burundi, BDI
20.8496, 2013, Jul, Burundi, BDI
21.2297, 2013, Aug, Burundi, BDI
22.3008, 2013, Sep, Burundi, BDI
21.8853, 2013, Oct, Burundi, BDI
21.3007, 2013, Nov, Burundi, BDI
20.2524, 2013, Dec, Burundi, BDI
20.7, 2014, Jan, Burundi, BDI
20.638, 2014, Feb, Burundi, BDI
20.6915, 2014, Mar, Burundi, BDI
20.0365, 2014, Apr, Burundi, BDI
21.9494, 2014, May, Burundi, BDI
20.7098, 2014, Jun, Burundi, BDI
21.0252, 2014, Jul, Burundi, BDI
20.0987, 2014, Aug, Burundi, BDI
22.1828, 2014, Sep, Burundi, BDI
20.5446, 2014, Oct, Burundi, BDI
21.1099, 2014, Nov, Burundi, BDI
20.4471, 2014, Dec, Burundi, BDI
20.6507, 2015, Jan, Burundi, BDI
20.8424, 2015, Feb, Burundi, BDI
20.6977, 2015, Mar, Burundi, BDI
19.6545, 2015, Apr, Burundi, BDI
20.0707, 2015, May, Burundi, BDI
20.4208, 2015, Jun, Burundi, BDI
20.266, 2015, Jul, Burundi, BDI
21.3897, 2015, Aug, Burundi, BDI
22.3725, 2015, Sep, Burundi, BDI
22.1571, 2015, Oct, Burundi, BDI
19.967, 2015, Nov, Burundi, BDI
20.7931, 2015, Dec, Burundi, BDI
21.9844, 2016, Jan, Burundi, BDI
21.4975, 2016, Feb, Burundi, BDI
21.5936, 2016, Mar, Burundi, BDI
20.715, 2016, Apr, Burundi, BDI
20.6128, 2016, May, Burundi, BDI
20.547, 2016, Jun, Burundi, BDI
20.8315, 2016, Jul, Burundi, BDI
21.1086, 2016, Aug, Burundi, BDI
21.3504, 2016, Sep, Burundi, BDI
21.7293, 2016, Oct, Burundi, BDI
21.2053, 2016, Nov, Burundi, BDI
21.2877, 2016, Dec, Burundi, BDI
-8.0581, 1991, Jan, China, CHN
-4.6373, 1991, Feb, China, CHN
0.59422, 1991, Mar, China, CHN
7.42692, 1991, Apr, China, CHN
13.0076, 1991, May, China, CHN
17.514, 1991, Jun, China, CHN
19.7388, 1991, Jul, China, CHN
18.7234, 1991, Aug, China, CHN
14.1251, 1991, Sep, China, CHN
7.38535, 1991, Oct, China, CHN
-0.5524, 1991, Nov, China, CHN
-6.3472, 1991, Dec, China, CHN
-7.6555, 1992, Jan, China, CHN
-5.3504, 1992, Feb, China, CHN
0.54785, 1992, Mar, China, CHN
8.60898, 1992, Apr, China, CHN
12.9692, 1992, May, China, CHN
16.6247, 1992, Jun, China, CHN
18.9943, 1992, Jul, China, CHN
18.1277, 1992, Aug, China, CHN
13.5281, 1992, Sep, China, CHN
